Gene.secondaryIdentifier	Gene.length	Gene.qualifier	Gene.chromosome.primaryIdentifier	Gene.chromosomeLocation.start	Gene.chromosomeLocation.end	Gene.chromosomeLocation.strand
YLR146C	903	Verified	chrXII	432823	433725	-1
YLR147C	306	Verified	chrXII	434158	434463	-1
YLR148W	2757	Verified	chrXII	434641	437397	1
YLR149C	2193	Verified	chrXII	437631	439823	-1
YLR150W	822	Verified	chrXII	440467	441288	1
YLR151C	1023	Verified	chrXII	441715	442737	-1
YLR152C	1731	Uncharacterized	chrXII	442958	444688	-1
YLR153C	2052	Verified	chrXII	445524	447575	-1
YLR154C	333	Verified	chrXII	447982	448314	-1
YLR155C	1089	Verified	chrXII	469317	470405	-1
YLR156W	345	Uncharacterized	chrXII	472113	472457	1
YLR157C	1089	Verified	chrXII	472969	474057	-1
YLR158C	1089	Verified	chrXII	482549	483637	-1
YLR159W	345	Uncharacterized	chrXII	485345	485689	1
YLR160C	1089	Verified	chrXII	486201	487289	-1
YLR161W	345	Uncharacterized	chrXII	488997	489341	1
YLR162W	357	Verified	chrXII	489573	489929	1
YLR163C	1389	Verified	chrXII	491866	493254	-1
YLR164W	507	Verified	chrXII	493883	494389	1
YLR165C	765	Verified	chrXII	494494	495258	-1
YLR166C	2616	Verified	chrXII	495429	498044	-1
YLR167W	459	Verified	chrXII	498947	499405	1
YLR168C	693	Verified	chrXII	499578	500270	-1
YLR169W	354	Dubious	chrXII	500335	500688	1
YLR170C	471	Verified	chrXII	500579	501049	-1
YLR171W	390	Dubious	chrXII	500733	501122	1
YLR172C	903	Verified	chrXII	501260	502162	-1
YLR173W	1827	Verified	chrXII	502421	504247	1
YLR174W	1239	Verified	chrXII	504591	505829	1
YLR175W	1452	Verified	chrXII	506134	507585	1
YLR176C	2436	Verified	chrXII	507797	510232	-1
YLR177W	1887	Uncharacterized	chrXII	511054	512940	1
YLR178C	660	Verified	chrXII	513162	513821	-1
YLR179C	606	Verified	chrXII	514108	514713	-1
YLR180W	1149	Verified	chrXII	515262	516410	1
YLR181C	993	Verified	chrXII	516678	517670	-1
YLR182W	2412	Verified	chrXII	517940	520351	1
YLR183C	1470	Verified	chrXII	520543	522012	-1
YLR184W	348	Dubious	chrXII	522106	522453	1
YLR185W	626	Verified	chrXII	522663	523288	1
YLR186W	759	Verified	chrXII	523632	524390	1
YLR187W	3081	Verified	chrXII	524865	527945	1
YLR188W	2088	Verified	chrXII	528300	530387	1
YLR189C	3597	Verified	chrXII	530797	534393	-1
YLR190W	1476	Verified	chrXII	535214	536689	1
YLR191W	1161	Verified	chrXII	537272	538432	1
YLR192C	798	Verified	chrXII	538792	539589	-1
YLR193C	528	Verified	chrXII	540009	540536	-1
YLR194C	765	Verified	chrXII	540809	541573	-1
YLR195C	1368	Verified	chrXII	541937	543304	-1
YLR196W	1731	Verified	chrXII	543968	545698	1
YLR197W	1515	Verified	chrXII	546097	547611	1
YLR198C	360	Dubious	chrXII	547286	547645	-1
YLR199C	917	Verified	chrXII	547853	548769	-1
YLR200W	345	Verified	chrXII	549012	549356	1
YLR201C	783	Verified	chrXII	549511	550293	-1
YLR202C	443	Dubious	chrXII	550194	550636	-1
YLR203C	1311	Verified	chrXII	550650	551960	-1
YLR204W	336	Verified	chrXII	552270	552605	1
YLR205C	954	Verified	chrXII	552724	553677	-1
YLR206W	1842	Verified	chrXII	554578	556419	1
YLR207W	2502	Verified	chrXII	556788	559289	1
YLR208W	894	Verified	chrXII	559551	560444	1
YLR209C	936	Verified	chrXII	560797	561732	-1
YLR210W	1383	Verified	chrXII	562008	563390	1
YLR211C	740	Verified	chrXII	563792	564531	-1
YLR212C	1422	Verified	chrXII	564860	566281	-1
YLR213C	1269	Verified	chrXII	566654	567922	-1
YLR214W	2061	Verified	chrXII	568567	570627	1
YLR215C	1083	Verified	chrXII	570776	571858	-1
YLR216C	1116	Verified	chrXII	572096	573211	-1
YLR217W	324	Dubious	chrXII	572909	573232	1
YLR218C	453	Verified	chrXII	573466	573918	-1
YLR219W	2187	Verified	chrXII	574151	576337	1
YLR220W	969	Verified	chrXII	576825	577793	1
YLR221C	663	Verified	chrXII	578362	579024	-1
YLR222C	2454	Verified	chrXII	579318	581771	-1
YLR223C	3258	Verified	chrXII	582233	585490	-1
YLR224W	1110	Verified	chrXII	586464	587573	1
YLR225C	1224	Uncharacterized	chrXII	587695	588918	-1
YLR226W	1188	Verified	chrXII	589354	590541	1
YLR227C	1482	Verified	chrXII	590562	592043	-1
YLR228C	2445	Verified	chrXII	600019	602463	-1
YLR229C	576	Verified	chrXII	604212	604787	-1
YLR230W	306	Dubious	chrXII	604574	604879	1
YLR231C	1362	Verified	chrXII	605758	607119	-1
YLR232W	348	Dubious	chrXII	606830	607177	1
YLR233C	2100	Verified	chrXII	607425	609524	-1
YLR234W	1971	Verified	chrXII	609783	611753	1
YLR235C	399	Dubious	chrXII	611532	611930	-1
YLR236C	324	Uncharacterized	chrXII	611794	612117	-1
YLR237W	1797	Verified	chrXII	612367	614163	1
YLR238W	1437	Verified	chrXII	614755	616191	1
YLR239C	987	Verified	chrXII	616332	617318	-1
YLR240W	2628	Verified	chrXII	617533	620160	1
YLR241W	2349	Verified	chrXII	620473	622821	1
YLR242C	966	Verified	chrXII	622918	623883	-1
YLR243W	819	Verified	chrXII	624203	625021	1
YLR244C	1164	Verified	chrXII	625168	626331	-1
YLR245C	429	Verified	chrXII	626502	626930	-1
YLR246W	1080	Verified	chrXII	627118	628197	1
YLR247C	4671	Verified	chrXII	628684	633354	-1
YLR248W	1833	Verified	chrXII	634252	636084	1
YLR249W	3135	Verified	chrXII	636780	639914	1
YLR250W	705	Verified	chrXII	640317	641021	1
YLR251W	594	Verified	chrXII	641464	642057	1
YLR252W	306	Dubious	chrXII	641957	642262	1
YLR253W	1710	Verified	chrXII	642627	644336	1
YLR254C	570	Verified	chrXII	644404	644973	-1
YLR255C	354	Uncharacterized	chrXII	645600	645953	-1
YLR256W	4509	Verified	chrXII	646415	650923	1
YLR257W	966	Verified	chrXII	658826	659791	1
YLR258W	2118	Verified	chrXII	660716	662833	1
YLR259C	1719	Verified	chrXII	663284	665002	-1
YLR260W	2064	Verified	chrXII	665844	667907	1
YLR261C	327	Uncharacterized	chrXII	668237	668563	-1
YLR262C	648	Verified	chrXII	668244	668891	-1
YLR263W	2484	Verified	chrXII	670340	672823	1
YLR264W	204	Verified	chrXII	673131	673334	1
YLR265C	1029	Verified	chrXII	674427	675455	-1
YLR266C	2106	Verified	chrXII	675619	677724	-1
YLR267W	1713	Uncharacterized	chrXII	678212	679924	1
YLR268W	645	Verified	chrXII	680200	680844	1
YLR269C	351	Dubious	chrXII	680866	681216	-1
YLR270W	1053	Verified	chrXII	681186	682238	1
YLR271W	825	Uncharacterized	chrXII	682737	683561	1
YLR272C	3531	Verified	chrXII	683672	687202	-1
YLR273C	1947	Verified	chrXII	689083	691029	-1
YLR274W	2328	Verified	chrXII	691555	693882	1
YLR275W	423	Verified	chrXII	694378	694800	1
YLR276C	1785	Verified	chrXII	695046	696830	-1
YLR277C	2340	Verified	chrXII	697156	699495	-1
YLR278C	4026	Uncharacterized	chrXII	699999	704024	-1
YLR279W	390	Dubious	chrXII	704309	704698	1
YLR280C	351	Dubious	chrXII	704483	704833	-1
YLR281C	468	Uncharacterized	chrXII	704493	704960	-1
YLR282C	342	Dubious	chrXII	705071	705412	-1
YLR283W	945	Uncharacterized	chrXII	705186	706130	1
YLR284C	843	Verified	chrXII	706198	707040	-1
YLR285W	786	Verified	chrXII	707360	708145	1
YLR286C	1689	Verified	chrXII	708448	710136	-1
YLR287C	1068	Uncharacterized	chrXII	710991	712058	-1
YLR287C-A	622	Verified	chrXII	712537	713158	-1
YLR288C	1425	Verified	chrXII	713480	714904	-1
YLR289W	1938	Verified	chrXII	715089	717026	1
YLR290C	834	Verified	chrXII	717145	717978	-1
YLR291C	1146	Verified	chrXII	718317	719462	-1
YLR292C	582	Verified	chrXII	719789	720370	-1
YLR293C	660	Verified	chrXII	720771	721430	-1
YLR294C	330	Dubious	chrXII	721701	722030	-1
YLR295C	375	Verified	chrXII	721999	722373	-1
YLR296W	327	Uncharacterized	chrXII	722978	723304	1
YLR297W	390	Verified	chrXII	724044	724433	1
YLR298C	696	Verified	chrXII	724721	725416	-1
YLR299W	1983	Verified	chrXII	726069	728051	1
YLR300W	1347	Verified	chrXII	728955	730301	1
YLR301W	735	Verified	chrXII	730825	731559	1
YLR302C	363	Uncharacterized	chrXII	732191	732553	-1
YLR303W	1335	Verified	chrXII	732542	733876	1
YLR304C	2337	Verified	chrXII	735212	737548	-1
YLR305C	5703	Verified	chrXII	738161	743863	-1
YLR306W	701	Verified	chrXII	744151	744851	1
YLR307W	906	Verified	chrXII	745620	746525	1
YLR308W	939	Verified	chrXII	747937	748875	1
YLR309C	2736	Verified	chrXII	749034	751769	-1
YLR310C	4770	Verified	chrXII	752224	756993	-1
YLR311C	348	Dubious	chrXII	757265	757612	-1
YLR312C	1197	Verified	chrXII	757637	758833	-1
YLR312W-A	762	Verified	chrXII	759480	760241	1
YLR313C	1593	Verified	chrXII	760750	762342	-1
YLR314C	1563	Verified	chrXII	762575	764137	-1
YLR315W	462	Verified	chrXII	764808	765269	1
YLR316C	1093	Verified	chrXII	765266	766358	-1
YLR317W	435	Dubious	chrXII	765655	766089	1
YLR318W	2655	Verified	chrXII	766542	769196	1
YLR319C	2367	Verified	chrXII	769318	771684	-1
YLR320W	4365	Verified	chrXII	771940	776304	1
YLR321C	1281	Verified	chrXII	776584	777864	-1
YLR322W	315	Dubious	chrXII	777628	777942	1
YLR323C	780	Verified	chrXII	778173	778952	-1
YLR324W	1572	Verified	chrXII	779215	780786	1
YLR325C	237	Verified	chrXII	781143	781379	-1
YLR326W	723	Uncharacterized	chrXII	782174	782896	1
YLR327C	261	Verified	chrXII	783127	783387	-1
YLR328W	1206	Verified	chrXII	784913	786118	1
YLR329W	892	Verified	chrXII	786442	787333	1
YLR330W	2016	Verified	chrXII	787664	789679	1
YLR331C	378	Uncharacterized	chrXII	790669	791046	-1
YLR332W	1131	Verified	chrXII	790676	791806	1
YLR333C	327	Verified	chrXII	795573	795899	-1
YLR334C	381	Dubious	chrXII	796698	797078	-1
YLR335W	2163	Verified	chrXII	797430	799592	1
YLR336C	2700	Verified	chrXII	799697	802396	-1
YLR337C	2454	Verified	chrXII	802653	805106	-1
YLR338W	858	Dubious	chrXII	804346	805203	1
YLR339C	552	Dubious	chrXII	805784	806335	-1
YLR340W	939	Verified	chrXII	805887	806825	1
YLR341W	1434	Verified	chrXII	807385	808818	1
YLR342W	5631	Verified	chrXII	809997	815627	1
YLR343W	1668	Verified	chrXII	816094	817761	1
YLR344W	831	Verified	chrXII	819312	820142	1
YLR345W	1530	Uncharacterized	chrXII	820511	822040	1
YLR346C	306	Verified	chrXII	822287	822592	-1
YLR347C	2586	Verified	chrXII	823828	826413	-1
YLR348C	897	Verified	chrXII	826977	827873	-1
YLR349W	507	Dubious	chrXII	827521	828027	1
YLR350W	651	Verified	chrXII	828730	829380	1
YLR351C	876	Verified	chrXII	829489	830364	-1
YLR352W	2424	Verified	chrXII	831116	833539	1
YLR353W	1812	Verified	chrXII	834352	836163	1
YLR354C	1008	Verified	chrXII	836350	837357	-1
YLR355C	1188	Verified	chrXII	838066	839253	-1
YLR356W	594	Verified	chrXII	840321	840914	1
YLR357W	2670	Verified	chrXII	841331	844000	1
YLR358C	564	Uncharacterized	chrXII	843487	844050	-1
YLR359W	1449	Verified	chrXII	844282	845730	1
YLR360W	1320	Verified	chrXII	846103	847422	1
YLR361C	1737	Verified	chrXII	847388	849124	-1
YLR362W	2154	Verified	chrXII	849866	852019	1
YLR363C	657	Verified	chrXII	852495	853151	-1
YLR364W	330	Verified	chrXII	854062	854391	1
YLR365W	333	Uncharacterized	chrXII	855199	855531	1
YLR366W	306	Dubious	chrXII	855538	855843	1
YLR367W	876	Verified	chrXII	856442	857317	1
YLR368W	1797	Verified	chrXII	857540	859336	1
YLR369W	1974	Verified	chrXII	859552	861525	1
YLR370C	537	Verified	chrXII	861718	862254	-1
YLR371W	4071	Verified	chrXII	862714	866784	1
YLR372W	1038	Verified	chrXII	867354	868391	1
YLR373C	2706	Verified	chrXII	868662	871367	-1
YLR374C	390	Dubious	chrXII	871453	871842	-1
YLR375W	1032	Verified	chrXII	871697	872728	1
YLR376C	729	Verified	chrXII	872826	873554	-1
YLR377C	1047	Verified	chrXII	873746	874792	-1
YLR378C	1443	Verified	chrXII	875736	877178	-1
YLR379W	375	Dubious	chrXII	876922	877296	1
YLR380W	1227	Verified	chrXII	878282	879508	1
YLR381W	2202	Verified	chrXII	879723	881924	1
YLR382C	2685	Verified	chrXII	882067	884751	-1
YLR383W	3345	Verified	chrXII	885288	888632	1
YLR384C	4050	Verified	chrXII	888851	892900	-1
YLR385C	399	Verified	chrXII	892992	893390	-1
YLR386W	2643	Verified	chrXII	893628	896270	1
YLR387C	1299	Verified	chrXII	896374	897672	-1
YLR388W	171	Verified	chrXII	898651	898821	1
YLR389C	3084	Verified	chrXII	899577	902660	-1
YLR390W	339	Verified	chrXII	903066	903404	1
YLR392C	1557	Verified	chrXII	904749	906305	-1
YLR393W	840	Verified	chrXII	907079	907918	1
YLR394W	1449	Verified	chrXII	907950	909398	1
YLR395C	237	Verified	chrXII	909729	909965	-1
YLR396C	2076	Verified	chrXII	910235	912310	-1
YLR397C	2343	Verified	chrXII	912550	914892	-1
YLR398C	3864	Verified	chrXII	915156	919019	-1
YLR399C	2061	Verified	chrXII	919536	921596	-1
YLR400W	474	Dubious	chrXII	922063	922536	1
YLR401C	2007	Verified	chrXII	922442	924448	-1
YLR402W	192	Dubious	chrXII	924889	925080	1
YLR403W	2052	Verified	chrXII	925568	927619	1
YLR404W	858	Verified	chrXII	928743	929600	1
YLR405W	1104	Verified	chrXII	929789	930892	1
YLR406C	691	Verified	chrXII	931065	931755	-1
YLR407W	687	Uncharacterized	chrXII	932967	933653	1
YLR408C	369	Verified	chrXII	933885	934253	-1
YLR409C	2820	Verified	chrXII	934414	937233	-1
YLR410W	3441	Verified	chrXII	937541	940981	1
YLR411W	726	Verified	chrXII	947253	947978	1
YLR412W	825	Verified	chrXII	948368	949192	1
YLR413W	2028	Verified	chrXII	951156	953183	1
YLR414C	792	Verified	chrXII	953353	954144	-1
YLR415C	339	Uncharacterized	chrXII	954259	954597	-1
YLR416C	399	Dubious	chrXII	954491	954889	-1
YLR417W	1701	Verified	chrXII	955010	956710	1
YLR418C	1182	Verified	chrXII	956914	958095	-1
YLR419W	4308	Uncharacterized	chrXII	958428	962735	1
YLR420W	1095	Verified	chrXII	963785	964879	1
YLR421C	471	Verified	chrXII	965090	965560	-1
YLR422W	5799	Verified	chrXII	965897	971695	1
YLR423C	1254	Verified	chrXII	971917	973170	-1
YLR424W	2127	Verified	chrXII	973395	975521	1
YLR425W	3924	Verified	chrXII	982894	986817	1
YLR426W	1052	Uncharacterized	chrXII	987062	988113	1
YLR427W	2013	Verified	chrXII	988428	990440	1
YLR428C	345	Dubious	chrXII	990617	990961	-1
YLR429W	1956	Verified	chrXII	990777	992732	1
YLR430W	6696	Verified	chrXII	993434	1000129	1
YLR431C	1362	Verified	chrXII	1000342	1001703	-1
YLR432W	1572	Verified	chrXII	1002557	1004128	1
YLR433C	1662	Verified	chrXII	1004347	1006008	-1
YLR434C	384	Dubious	chrXII	1006025	1006408	-1
YLR435W	618	Verified	chrXII	1006378	1006995	1
YLR436C	3825	Verified	chrXII	1007421	1011245	-1
YLR437C	402	Verified	chrXII	1011622	1012023	-1
YLR438W	1275	Verified	chrXII	1012501	1013775	1
YLR439W	960	Verified	chrXII	1014491	1015450	1
YLR440C	2130	Verified	chrXII	1015568	1017697	-1
YLR441C	768	Verified	chrXII	1018141	1018908	-1
YLR442C	2937	Verified	chrXII	1019315	1022251	-1
YLR443W	1347	Verified	chrXII	1022625	1023971	1
YLR444C	303	Dubious	chrXII	1023686	1023988	-1
YLR445W	649	Verified	chrXII	1024189	1024837	1
YLR446W	1302	Uncharacterized	chrXII	1025214	1026515	1
YLR447C	1038	Verified	chrXII	1026856	1027893	-1
YLR448W	915	Verified	chrXII	1028854	1029768	1
YLR449W	1179	Verified	chrXII	1030834	1032012	1
YLR450W	3138	Verified	chrXII	1032627	1035764	1
YLR451W	2661	Verified	chrXII	1036093	1038753	1
YLR452C	2097	Verified	chrXII	1039270	1041366	-1
YLR453C	1188	Verified	chrXII	1041799	1042986	-1
YLR454W	7887	Uncharacterized	chrXII	1043998	1051884	1
YLR455W	915	Verified	chrXII	1053629	1054543	1
YLR456W	615	Uncharacterized	chrXII	1055070	1055684	1
YLR457C	960	Verified	chrXII	1055812	1056771	-1
YLR458W	381	Dubious	chrXII	1056455	1056835	1
YLR459W	1185	Verified	chrXII	1057334	1058518	1
YLR460C	1131	Uncharacterized	chrXII	1059757	1060887	-1
YLR461W	363	Verified	chrXII	1062919	1063281	1
YLR462W	609	Uncharacterized	chrXII	1065956	1066564	1
YLR463C	552	Dubious	chrXII	1066265	1066816	-1
YLR464W	930	Uncharacterized	chrXII	1066572	1067501	1
YLR465C	309	Dubious	chrXII	1067045	1067353	-1
YLR466W	4149	Verified	chrXII	1067087	1071235	1
YLR467W	5391	Verified	chrXII	1072508	1077898	1
YML001W	627	Verified	chrXIII	267174	267800	1
YML002W	2214	Uncharacterized	chrXIII	264541	266754	1
YML003W	873	Uncharacterized	chrXIII	263483	264355	1
YML004C	981	Verified	chrXIII	261705	262685	-1
YML005W	1389	Verified	chrXIII	260221	261609	1
YML006C	2325	Verified	chrXIII	256092	258416	-1
YML007W	1953	Verified	chrXIII	253848	255800	1
YML008C	1152	Verified	chrXIII	251839	252990	-1
YML009C	213	Verified	chrXIII	251304	251516	-1
YML009C-A	327	Dubious	chrXIII	250675	251001	-1
YML010W	3192	Verified	chrXIII	247677	250868	1
YML009W-B	477	Dubious	chrXIII	250435	250911	1
YML011C	534	Verified	chrXIII	246895	247428	-1
YML012W	636	Verified	chrXIII	246116	246751	1
YML012C-A	378	Dubious	chrXIII	245537	245914	-1
YML013W	1755	Verified	chrXIII	244149	245903	1
YML014W	840	Verified	chrXIII	243225	244064	1
YML015C	1041	Verified	chrXIII	241989	243029	-1
YML016C	2079	Verified	chrXIII	239458	241536	-1
YML017W	2144	Verified	chrXIII	236588	238731	1
YML018C	1182	Verified	chrXIII	234771	235952	-1
YML019W	999	Verified	chrXIII	233457	234455	1
YML020W	1995	Uncharacterized	chrXIII	231149	233143	1
YML021C	1080	Verified	chrXIII	229734	230813	-1
YML022W	564	Verified	chrXIII	228937	229500	1
YML023C	1671	Verified	chrXIII	226994	228664	-1
YML024W	809	Verified	chrXIII	225889	226697	1
YML025C	960	Verified	chrXIII	224406	225365	-1
YML026C	842	Verified	chrXIII	222987	223828	-1
YML027W	1158	Verified	chrXIII	221406	222563	1
YML028W	591	Verified	chrXIII	220138	220728	1
YML029W	2517	Verified	chrXIII	217362	219878	1
YML030W	480	Verified	chrXIII	216435	216914	1
YML031W	1968	Verified	chrXIII	214189	216156	1
YML032C	1416	Verified	chrXIII	212515	213930	-1
YML034W	2631	Verified	chrXIII	209525	212155	1
YML035C	2433	Verified	chrXIII	206428	208860	-1
YML034C-A	399	Dubious	chrXIII	209428	209826	-1
YML036W	652	Verified	chrXIII	205642	206293	1
YML037C	1023	Uncharacterized	chrXIII	204386	205408	-1
YML038C	1329	Verified	chrXIII	202775	204103	-1
YML039W	5269	""	chrXIII	196628	201896	1
YML040W	1323	""	chrXIII	196628	197950	1
YML041C	843	Verified	chrXIII	194913	195755	-1
YML042W	2013	Verified	chrXIII	192788	194800	1
YML043C	1524	Verified	chrXIII	190244	191767	-1
YML045W	5269	""	chrXIII	184461	189729	1
YML046W	1890	Verified	chrXIII	181474	183363	1
YML047C	1059	Verified	chrXIII	180017	181075	-1
YML048W	1212	Verified	chrXIII	178426	179637	1
YML047W-A	366	Dubious	chrXIII	179893	180258	1
YML049C	4086	Verified	chrXIII	174220	178305	-1
YML050W	936	Verified	chrXIII	173139	174074	1
YML051W	1308	Verified	chrXIII	171594	172901	1
YML052W	909	Verified	chrXIII	170402	171310	1
YML053C	639	Uncharacterized	chrXIII	169116	169754	-1
YML054C	1776	Verified	chrXIII	165533	167308	-1
YML055W	537	Verified	chrXIII	164790	165326	1
YML056C	1983	Verified	chrXIII	162194	164176	-1
YML057W	1815	Verified	chrXIII	160180	161994	1
YML057C-A	390	Dubious	chrXIII	160023	160412	-1
YML058W	315	Verified	chrXIII	159383	159697	1
YML059C	5040	Verified	chrXIII	153219	158258	-1
YML060W	1131	Verified	chrXIII	151871	153001	1
YML061C	2580	Verified	chrXIII	148953	151532	-1
YML062C	1179	Verified	chrXIII	147505	148683	-1
YML063W	768	Verified	chrXIII	146482	147249	1
YML064C	738	Verified	chrXIII	145139	145876	-1
YML065W	2745	Verified	chrXIII	142210	144954	1
YML066C	1110	Verified	chrXIII	140424	141533	-1
YML067C	1152	Verified	chrXIII	139063	140214	-1
YML068W	1395	Verified	chrXIII	137550	138944	1
YML069W	1659	Verified	chrXIII	135500	137158	1
YML070W	1755	Verified	chrXIII	133475	135229	1
YML071C	1824	Verified	chrXIII	129749	131572	-1
YML072C	4638	Verified	chrXIII	124730	129367	-1
YML073C	946	Verified	chrXIII	123227	124172	-1
YML074C	1236	Verified	chrXIII	120089	121324	-1
YML075C	3165	Verified	chrXIII	115734	118898	-1
YML076C	2835	Verified	chrXIII	112513	115347	-1
YML077W	480	Verified	chrXIII	111865	112344	1
YML078W	549	Verified	chrXIII	111002	111550	1
YML079W	606	Uncharacterized	chrXIII	110247	110852	1
YML080W	1272	Verified	chrXIII	108806	110077	1
YML081W	3756	Verified	chrXIII	104777	108532	1
YML082W	1950	Uncharacterized	chrXIII	101862	103811	1
YML083C	1257	Verified	chrXIII	99794	101050	-1
YML084W	309	Dubious	chrXIII	99489	99797	1
YML085C	1460	Verified	chrXIII	97941	99400	-1
YML086C	1581	Verified	chrXIII	95791	97371	-1
YML087C	939	Verified	chrXIII	94431	95369	-1
YML088W	2007	Verified	chrXIII	92235	94241	1
YML089C	369	Dubious	chrXIII	91041	91409	-1
YML090W	387	Dubious	chrXIII	90744	91130	1
YML091C	3609	Verified	chrXIII	87123	90731	-1
YML092C	753	Verified	chrXIII	85987	86739	-1
YML093W	2700	Verified	chrXIII	83090	85789	1
YML094W	575	Verified	chrXIII	82275	82849	1
YML095C	633	Verified	chrXIII	81481	82113	-1
YML094C-A	402	Dubious	chrXIII	82219	82620	-1
YML096W	1578	Uncharacterized	chrXIII	79909	81486	1
YML097C	1356	Verified	chrXIII	78335	79690	-1
YML098W	504	Verified	chrXIII	77267	77770	1
YML099C	2643	Verified	chrXIII	74398	77040	-1
YML100W	3297	Verified	chrXIII	70624	73920	1
YML099W-A	330	Dubious	chrXIII	74229	74558	1
YML101C	354	Verified	chrXIII	69735	70088	-1
YML101C-A	318	Dubious	chrXIII	69409	69726	-1
YML102W	1407	Verified	chrXIII	68294	69700	1
YML103C	4968	Verified	chrXIII	62582	67549	-1
YML104C	3384	Verified	chrXIII	58939	62322	-1
YML105C	822	Verified	chrXIII	57866	58687	-1
YML106W	681	Verified	chrXIII	56773	57453	1
YML107C	1005	Verified	chrXIII	55265	56269	-1
YML108W	318	Verified	chrXIII	54793	55110	1
YML109W	2829	Verified	chrXIII	51640	54468	1
YML110C	924	Verified	chrXIII	50031	50954	-1
YML111W	2763	Verified	chrXIII	46942	49704	1
YML112W	891	Verified	chrXIII	45063	45953	1
YML113W	747	Verified	chrXIII	44045	44791	1
YML114C	1533	Verified	chrXIII	42043	43575	-1
YML115C	1608	Verified	chrXIII	40187	41794	-1
YML116W	1629	Verified	chrXIII	38196	39824	1
YML117W	3405	Verified	chrXIII	34243	37647	1
YML116W-A	303	Dubious	chrXIII	37472	37774	1
YML118W	1518	Verified	chrXIII	32334	33851	1
YML119W	1074	Uncharacterized	chrXIII	30611	31684	1
YML120C	1542	Verified	chrXIII	28266	29807	-1
YML121W	933	Verified	chrXIII	26930	27862	1
YML122C	381	Uncharacterized	chrXIII	26038	26418	-1
YML123C	1764	Verified	chrXIII	24037	25800	-1
YML124C	1636	Verified	chrXIII	22048	23683	-1
YML125C	939	Verified	chrXIII	20761	21699	-1
YML126C	1476	Verified	chrXIII	19060	20535	-1
YML127W	1746	Verified	chrXIII	17064	18809	1
YML128C	1542	Verified	chrXIII	15135	16676	-1
YML129C	213	Verified	chrXIII	14541	14753	-1
YML130C	1692	Verified	chrXIII	11483	13174	-1
YML131W	1098	Verified	chrXIII	10198	11295	1
YML132W	1140	Verified	chrXIII	7244	8383	1
YML133C	4224	Uncharacterized	chrXIII	461	4684	-1
YMR001C	2118	Verified	chrXIII	269019	271136	-1
YMR002W	471	Verified	chrXIII	272193	272663	1
YMR003W	597	Verified	chrXIII	273118	273714	1
YMR004W	1536	Verified	chrXIII	274017	275552	1
