Gene.secondaryIdentifier	Gene.transcripts.chromosome.primaryIdentifier	Gene.transcripts.UTRs.chromosomeLocation.start	Gene.transcripts.UTRs.chromosomeLocation.end	Gene.chromosomeLocation.strand	Gene.transcripts.UTRs.primaryIdentifier
YIL092W	chrIX	190968	191624	1	YIL092W_id001-3prime-utr
YIL093C	chrIX	187615	187989	-1	YIL093C_id001-3prime-utr
YIL093C	chrIX	188785	188859	-1	YIL093C_id001-5prime-utr
YIL094C	chrIX	185976	186516	-1	YIL094C_id001-3prime-utr
YIL094C	chrIX	187633	187705	-1	YIL094C_id001-5prime-utr
YIL095W	chrIX	183768	183936	1	YIL095W_id001-5prime-utr
YIL095W	chrIX	186370	186498	1	YIL095W_id001-3prime-utr
YIL096C	chrIX	181938	182116	-1	YIL096C_id001-3prime-utr
YIL096C	chrIX	183128	183154	-1	YIL096C_id001-5prime-utr
YIL097W	chrIX	180418	180426	1	YIL097W_id001-5prime-utr
YIL097W	chrIX	181978	182147	1	YIL097W_id001-3prime-utr
YIL098C	chrIX	179677	179771	-1	YIL098C_id001-3prime-utr
YIL098C	chrIX	180240	180324	-1	YIL098C_id001-5prime-utr
YIL101C	chrIX	175207	175306	-1	YIL101C_id001-3prime-utr
YIL101C	chrIX	177251	177366	-1	YIL101C_id001-5prime-utr
YIL102C-A	chrIX	172192	173364	-1	YIL102C-A_id001-3prime-utr
YIL102C-A	chrIX	173593	173718	-1	YIL102C-A_id001-5prime-utr
YIL103W	chrIX	171616	171750	1	YIL103W_id001-5prime-utr
YIL103W	chrIX	173029	173101	1	YIL103W_id001-3prime-utr
YIL104C	chrIX	169883	169981	-1	YIL104C_id001-3prime-utr
YIL104C	chrIX	171506	171562	-1	YIL104C_id001-5prime-utr
YIL105C	chrIX	167414	167580	-1	YIL105C_id001-3prime-utr
YIL105C	chrIX	169642	169789	-1	YIL105C_id001-5prime-utr
YIL106W	chrIX	166119	166414	1	YIL106W_id001-5prime-utr
YIL106W	chrIX	167445	167500	1	YIL106W_id001-3prime-utr
YIL107C	chrIX	163001	163277	-1	YIL107C_id001-3prime-utr
YIL107C	chrIX	165762	165943	-1	YIL107C_id001-5prime-utr
YIL108W	chrIX	160717	160886	1	YIL108W_id001-5prime-utr
YIL108W	chrIX	162978	163162	1	YIL108W_id001-3prime-utr
YIL109C	chrIX	157206	157384	-1	YIL109C_id001-3prime-utr
YIL109C	chrIX	160166	160252	-1	YIL109C_id001-5prime-utr
YIL110W	chrIX	155979	156044	1	YIL110W_id001-5prime-utr
YIL110W	chrIX	157179	157442	1	YIL110W_id001-3prime-utr
YIL111W	chrIX	154391	155221	1	YIL111W_id001-5prime-utr
YIL111W	chrIX	155766	155908	1	YIL111W_id001-3prime-utr
YIL112W	chrIX	151551	151594	1	YIL112W_id001-5prime-utr
YIL112W	chrIX	154847	155004	1	YIL112W_id001-3prime-utr
YIL113W	chrIX	150181	150558	1	YIL113W_id001-5prime-utr
YIL113W	chrIX	151189	151285	1	YIL113W_id001-3prime-utr
YIL114C	chrIX	148978	149142	-1	YIL114C_id001-3prime-utr
YIL114C	chrIX	149989	150045	-1	YIL114C_id001-5prime-utr
YIL115C	chrIX	144266	144326	-1	YIL115C_id001-3prime-utr
YIL115C	chrIX	148710	148841	-1	YIL115C_id001-5prime-utr
YIL116W	chrIX	142858	142927	1	YIL116W_id001-5prime-utr
YIL116W	chrIX	144086	144112	1	YIL116W_id001-3prime-utr
YIL117C	chrIX	140517	140612	-1	YIL117C_id001-3prime-utr
YIL117C	chrIX	141570	141771	-1	YIL117C_id001-5prime-utr
YIL118W	chrIX	139428	139751	1	YIL118W_id001-5prime-utr
YIL118W	chrIX	140448	140594	1	YIL118W_id001-3prime-utr
YIL119C	chrIX	136359	136653	-1	YIL119C_id001-3prime-utr
YIL119C	chrIX	137878	138095	-1	YIL119C_id001-5prime-utr
YIL121W	chrIX	132225	132243	1	YIL121W_id001-5prime-utr
YIL121W	chrIX	133873	134349	1	YIL121W_id001-3prime-utr
YIL122W	chrIX	130272	130609	1	YIL122W_id001-5prime-utr
YIL122W	chrIX	131666	131821	1	YIL122W_id001-3prime-utr
YIL123W	chrIX	127408	128150	1	YIL123W_id001-5prime-utr
YIL123W	chrIX	129582	129912	1	YIL123W_id001-3prime-utr
YIL124W	chrIX	126162	126203	1	YIL124W_id001-5prime-utr
YIL124W	chrIX	127098	127490	1	YIL124W_id001-3prime-utr
YIL125W	chrIX	122414	122688	1	YIL125W_id001-5prime-utr
YIL125W	chrIX	125734	125955	1	YIL125W_id001-3prime-utr
YIL126W	chrIX	117922	117991	1	YIL126W_id001-5prime-utr
YIL126W	chrIX	122072	122208	1	YIL126W_id001-3prime-utr
YIL127C	chrIX	115932	117023	-1	YIL127C_id001-3prime-utr
YIL127C	chrIX	117645	117673	-1	YIL127C_id001-5prime-utr
YIL131C	chrIX	99938	100780	-1	YIL131C_id001-3prime-utr
YIL131C	chrIX	102236	102279	-1	YIL131C_id001-5prime-utr
YIL132C	chrIX	99467	99859	-1	YIL132C_id001-3prime-utr
YIL132C	chrIX	100502	100711	-1	YIL132C_id001-5prime-utr
YIL133C	chrIX	98163	98526	-1	YIL133C_id001-3prime-utr
YIL133C	chrIX	99417	99433	-1	YIL133C_id001-5prime-utr
YIL134C-A	chrIX	96351	96521	-1	YIL134C-A_id001-3prime-utr
YIL134C-A	chrIX	96726	97145	-1	YIL134C-A_id001-5prime-utr
YIL134W	chrIX	96863	97394	1	YIL134W_id001-5prime-utr
YIL134W	chrIX	98331	98387	1	YIL134W_id001-3prime-utr
YIL135C	chrIX	94910	95064	-1	YIL135C_id001-3prime-utr
YIL135C	chrIX	96376	96597	-1	YIL135C_id001-5prime-utr
YIL136W	chrIX	93191	93618	1	YIL136W_id001-5prime-utr
YIL136W	chrIX	94801	94884	1	YIL136W_id001-3prime-utr
YIL137C	chrIX	89854	89947	-1	YIL137C_id001-3prime-utr
YIL137C	chrIX	92789	92880	-1	YIL137C_id001-5prime-utr
YIL138C	chrIX	88298	89229	-1	YIL138C_id001-3prime-utr
YIL138C	chrIX	89716	89737	-1	YIL138C_id001-5prime-utr
YIL139C	chrIX	87857	87978	-1	YIL139C_id001-3prime-utr
YIL139C	chrIX	88717	88949	-1	YIL139C_id001-5prime-utr
YIL140W	chrIX	85145	85365	1	YIL140W_id001-5prime-utr
YIL140W	chrIX	87838	87961	1	YIL140W_id001-3prime-utr
YIL142W	chrIX	83254	83301	1	YIL142W_id001-5prime-utr
YIL142W	chrIX	84886	85121	1	YIL142W_id001-3prime-utr
YIL144W	chrIX	77994	78073	1	YIL144W_id001-5prime-utr
YIL144W	chrIX	80150	80354	1	YIL144W_id001-3prime-utr
YIL145C	chrIX	75809	76353	-1	YIL145C_id001-3prime-utr
YIL145C	chrIX	77284	77327	-1	YIL145C_id001-5prime-utr
YIL146C	chrIX	73969	74183	-1	YIL146C_id001-3prime-utr
YIL146C	chrIX	75774	76139	-1	YIL146C_id001-5prime-utr
YIL147C	chrIX	69504	69790	-1	YIL147C_id001-3prime-utr
YIL147C	chrIX	73454	73669	-1	YIL147C_id001-5prime-utr
YIL148W	chrIX	68143	68707	1	YIL148W_id001-5prime-utr
YIL148W	chrIX	69529	69595	1	YIL148W_id001-3prime-utr
YIL150C	chrIX	60707	61012	-1	YIL150C_id001-3prime-utr
YIL150C	chrIX	62729	62778	-1	YIL150C_id001-5prime-utr
YIL152W	chrIX	56472	56544	1	YIL152W_id001-5prime-utr
YIL152W	chrIX	57253	57405	1	YIL152W_id001-3prime-utr
YIL153W	chrIX	53945	55197	1	YIL153W_id001-5prime-utr
YIL153W	chrIX	56380	56438	1	YIL153W_id001-3prime-utr
YIL154C	chrIX	53698	53980	-1	YIL154C_id001-3prime-utr
YIL154C	chrIX	55022	55054	-1	YIL154C_id001-5prime-utr
YIL155C	chrIX	51418	51758	-1	YIL155C_id001-3prime-utr
YIL155C	chrIX	53709	53779	-1	YIL155C_id001-5prime-utr
YIL156W	chrIX	48071	48090	1	YIL156W_id001-5prime-utr
YIL156W	chrIX	51307	51422	1	YIL156W_id001-3prime-utr
YIL156W-B	chrIX	47673	47689	1	YIL156W-B_id001-5prime-utr
YIL156W-B	chrIX	47974	48190	1	YIL156W-B_id001-3prime-utr
YIL157C	chrIX	46697	46948	-1	YIL157C_id001-3prime-utr
YIL157C	chrIX	47543	47576	-1	YIL157C_id001-5prime-utr
YIL158W	chrIX	46140	46200	1	YIL158W_id001-5prime-utr
YIL158W	chrIX	46816	46928	1	YIL158W_id001-3prime-utr
YIL159W	chrIX	41801	41824	1	YIL159W_id001-5prime-utr
YIL159W	chrIX	45953	46011	1	YIL159W_id001-3prime-utr
YIL160C	chrIX	40080	40190	-1	YIL160C_id001-3prime-utr
YIL160C	chrIX	41445	41501	-1	YIL160C_id001-5prime-utr
YIL161W	chrIX	39413	39432	1	YIL161W_id001-5prime-utr
YIL161W	chrIX	40141	41582	1	YIL161W_id001-3prime-utr
YIL162W	chrIX	37316	37384	1	YIL162W_id001-5prime-utr
YIL162W	chrIX	38984	39203	1	YIL162W_id001-3prime-utr
YIL165C	chrIX	33451	33717	-1	YIL165C_id001-3prime-utr
YIL165C	chrIX	34078	34280	-1	YIL165C_id001-5prime-utr
YIL169C	chrIX	22843	23118	-1	YIL169C_id001-3prime-utr
YIL169C	chrIX	26107	26146	-1	YIL169C_id001-5prime-utr
YIR001C	chrIX	355814	356142	-1	YIR001C_id001-3prime-utr
YIR001C	chrIX	356896	357012	-1	YIR001C_id001-5prime-utr
YIR003W	chrIX	360743	360884	1	YIR003W_id001-5prime-utr
YIR003W	chrIX	362925	362994	1	YIR003W_id001-3prime-utr
YIR004W	chrIX	363130	363220	1	YIR004W_id001-5prime-utr
YIR004W	chrIX	364520	364635	1	YIR004W_id001-3prime-utr
YIR005W	chrIX	364650	364888	1	YIR005W_id001-5prime-utr
YIR005W	chrIX	365336	365411	1	YIR005W_id001-3prime-utr
YIR007W	chrIX	370691	370703	1	YIR007W_id001-5prime-utr
YIR007W	chrIX	372999	373106	1	YIR007W_id001-3prime-utr
YIR008C	chrIX	372684	373076	-1	YIR008C_id001-3prime-utr
YIR008C	chrIX	374307	374333	-1	YIR008C_id001-5prime-utr
YIR009W	chrIX	373907	374524	1	YIR009W_id001-5prime-utr
YIR009W	chrIX	374861	375310	1	YIR009W_id001-3prime-utr
YIR010W	chrIX	375340	375430	1	YIR010W_id001-5prime-utr
YIR010W	chrIX	377162	377268	1	YIR010W_id001-3prime-utr
YIR011C	chrIX	377177	377286	-1	YIR011C_id001-3prime-utr
YIR011C	chrIX	378247	378280	-1	YIR011C_id001-5prime-utr
YIR012W	chrIX	378169	378485	1	YIR012W_id001-5prime-utr
YIR012W	chrIX	379782	379827	1	YIR012W_id001-3prime-utr
YIR013C	chrIX	379797	380018	-1	YIR013C_id001-3prime-utr
YIR013C	chrIX	380385	380841	-1	YIR013C_id001-5prime-utr
YIR014W	chrIX	381062	381085	1	YIR014W_id001-5prime-utr
YIR014W	chrIX	381815	381826	1	YIR014W_id001-3prime-utr
YIR016W	chrIX	382178	382627	1	YIR016W_id001-5prime-utr
YIR016W	chrIX	383426	383501	1	YIR016W_id001-3prime-utr
YIR017C	chrIX	383348	383555	-1	YIR017C_id001-3prime-utr
YIR017C	chrIX	384120	384377	-1	YIR017C_id001-5prime-utr
YIR018C-A	chrIX	385345	385563	-1	YIR018C-A_id001-3prime-utr
YIR018C-A	chrIX	385702	386485	-1	YIR018C-A_id001-5prime-utr
YIR018W	chrIX	384592	384608	1	YIR018W_id001-5prime-utr
YIR018W	chrIX	385347	385866	1	YIR018W_id001-3prime-utr
YIR020C	chrIX	393672	394254	-1	YIR020C_id001-3prime-utr
YIR020C	chrIX	394558	397083	-1	YIR020C_id001-5prime-utr
YIR021W	chrIX	397221	397293	1	YIR021W_id001-5prime-utr
YIR021W	chrIX	398386	398485	1	YIR021W_id001-3prime-utr
YIR022W	chrIX	398702	398732	1	YIR022W_id001-5prime-utr
YIR022W	chrIX	399237	399601	1	YIR022W_id001-3prime-utr
YIR023W	chrIX	399759	399776	1	YIR023W_id001-5prime-utr
YIR023W	chrIX	402690	402799	1	YIR023W_id001-3prime-utr
YIR024C	chrIX	402645	402840	-1	YIR024C_id001-3prime-utr
YIR024C	chrIX	403492	403543	-1	YIR024C_id001-5prime-utr
YIR025W	chrIX	403623	403658	1	YIR025W_id001-5prime-utr
YIR025W	chrIX	404766	405036	1	YIR025W_id001-3prime-utr
YIR026C	chrIX	404617	404872	-1	YIR026C_id001-3prime-utr
YIR026C	chrIX	405968	405996	-1	YIR026C_id001-5prime-utr
YIR029W	chrIX	410653	410806	1	YIR029W_id001-5prime-utr
YIR029W	chrIX	411839	412046	1	YIR029W_id001-3prime-utr
YIR030C	chrIX	411864	412035	-1	YIR030C_id001-3prime-utr
YIR030C	chrIX	412771	412811	-1	YIR030C_id001-5prime-utr
YIR031C	chrIX	412950	413014	-1	YIR031C_id001-3prime-utr
YIR031C	chrIX	414680	414833	-1	YIR031C_id001-5prime-utr
YIR032C	chrIX	414883	415029	-1	YIR032C_id001-3prime-utr
YIR032C	chrIX	415618	415679	-1	YIR032C_id001-5prime-utr
YIR033W	chrIX	416042	416123	1	YIR033W_id001-5prime-utr
YIR033W	chrIX	419466	419554	1	YIR033W_id001-3prime-utr
YIR034C	chrIX	419444	419614	-1	YIR034C_id001-3prime-utr
YIR034C	chrIX	420737	420774	-1	YIR034C_id001-5prime-utr
YIR035C	chrIX	420956	421025	-1	YIR035C_id001-3prime-utr
YIR035C	chrIX	421791	422526	-1	YIR035C_id001-5prime-utr
YIR036C	chrIX	421779	422073	-1	YIR036C_id001-3prime-utr
YIR036C	chrIX	422866	422915	-1	YIR036C_id001-5prime-utr
YIR037W	chrIX	423049	423127	1	YIR037W_id001-5prime-utr
YIR037W	chrIX	423620	423850	1	YIR037W_id001-3prime-utr
YIR038C	chrIX	423687	423808	-1	YIR038C_id001-3prime-utr
YIR038C	chrIX	424514	425265	-1	YIR038C_id001-5prime-utr
YIR039C	chrIX	430339	430497	-1	YIR039C_id001-3prime-utr
YIR039C	chrIX	432112	432364	-1	YIR039C_id001-5prime-utr
YIR041W	chrIX	432511	433928	1	YIR041W_id001-5prime-utr
YIR041W	chrIX	434304	434436	1	YIR041W_id001-3prime-utr
YIR042C	chrIX	434894	435272	-1	YIR042C_id001-3prime-utr
YIR042C	chrIX	435984	436253	-1	YIR042C_id001-5prime-utr
YJL001W	chrX	434798	435162	1	YJL001W_id001-5prime-utr
YJL001W	chrX	435927	436040	1	YJL001W_id001-3prime-utr
YJL002C	chrX	433110	433220	-1	YJL002C_id001-3prime-utr
YJL002C	chrX	434652	434974	-1	YJL002C_id001-5prime-utr
YJL003W	chrX	432417	432643	1	YJL003W_id001-5prime-utr
YJL003W	chrX	433001	433278	1	YJL003W_id001-3prime-utr
YJL004C	chrX	431307	431588	-1	YJL004C_id001-3prime-utr
YJL004C	chrX	432201	432574	-1	YJL004C_id001-5prime-utr
YJL006C	chrX	423061	423137	-1	YJL006C_id001-3prime-utr
YJL006C	chrX	424110	424168	-1	YJL006C_id001-5prime-utr
YJL008C	chrX	419715	419956	-1	YJL008C_id001-3prime-utr
YJL008C	chrX	421664	421709	-1	YJL008C_id001-5prime-utr
YJL010C	chrX	417421	417561	-1	YJL010C_id001-3prime-utr
YJL010C	chrX	419563	419596	-1	YJL010C_id001-5prime-utr
YJL011C	chrX	413875	414284	-1	YJL011C_id001-3prime-utr
YJL011C	chrX	414771	414821	-1	YJL011C_id001-5prime-utr
YJL012C	chrX	411163	411233	-1	YJL012C_id001-3prime-utr
YJL012C	chrX	413400	413492	-1	YJL012C_id001-5prime-utr
YJL014W	chrX	407516	407557	1	YJL014W_id001-5prime-utr
YJL014W	chrX	409163	409473	1	YJL014W_id001-3prime-utr
YJL016W	chrX	405309	405587	1	YJL016W_id001-5prime-utr
YJL016W	chrX	407274	407400	1	YJL016W_id001-3prime-utr
YJL019W	chrX	402781	402896	1	YJL019W_id001-5prime-utr
YJL019W	chrX	404946	405523	1	YJL019W_id001-3prime-utr
YJL022W	chrX	397955	398108	1	YJL022W_id001-5prime-utr
YJL022W	chrX	398418	398883	1	YJL022W_id001-3prime-utr
YJL023C	chrX	397248	397354	-1	YJL023C_id001-3prime-utr
YJL023C	chrX	398399	398694	-1	YJL023C_id001-5prime-utr
YJL024C	chrX	394411	395930	-1	YJL024C_id001-3prime-utr
YJL024C	chrX	396593	396634	-1	YJL024C_id001-5prime-utr
YJL025W	chrX	393887	393966	1	YJL025W_id001-5prime-utr
YJL025W	chrX	395512	395801	1	YJL025W_id001-3prime-utr
YJL026W	chrX	392212	392403	1	YJL026W_id001-5prime-utr
YJL026W	chrX	393604	393762	1	YJL026W_id001-3prime-utr
YJL027C	chrX	391767	391832	-1	YJL027C_id001-3prime-utr
YJL027C	chrX	392250	392725	-1	YJL027C_id001-5prime-utr
YJL029C	chrX	388285	388384	-1	YJL029C_id001-3prime-utr
YJL029C	chrX	390854	390956	-1	YJL029C_id001-5prime-utr
YJL030W	chrX	387634	387656	1	YJL030W_id001-5prime-utr
YJL030W	chrX	388248	389456	1	YJL030W_id001-3prime-utr
YJL031C	chrX	386266	386367	-1	YJL031C_id001-3prime-utr
YJL031C	chrX	387439	387549	-1	YJL031C_id001-5prime-utr
YJL033W	chrX	383811	383836	1	YJL033W_id001-5prime-utr
YJL033W	chrX	386150	386249	1	YJL033W_id001-3prime-utr
YJL034W	chrX	381289	381326	1	YJL034W_id001-5prime-utr
YJL034W	chrX	383376	383764	1	YJL034W_id001-3prime-utr
YJL035C	chrX	380093	380248	-1	YJL035C_id001-3prime-utr
YJL035C	chrX	381002	381054	-1	YJL035C_id001-5prime-utr
YJL036W	chrX	378698	378824	1	YJL036W_id001-5prime-utr
YJL036W	chrX	380097	380366	1	YJL036W_id001-3prime-utr
YJL038C	chrX	374957	375114	-1	YJL038C_id001-3prime-utr
YJL038C	chrX	375775	375860	-1	YJL038C_id001-5prime-utr
YJL041W	chrX	365660	365783	1	YJL041W_id001-5prime-utr
YJL041W	chrX	368374	368510	1	YJL041W_id001-3prime-utr
YJL042W	chrX	361141	361248	1	YJL042W_id001-5prime-utr
YJL042W	chrX	365446	365600	1	YJL042W_id001-3prime-utr
YJL043W	chrX	360060	360129	1	YJL043W_id001-5prime-utr
YJL043W	chrX	360904	361239	1	YJL043W_id001-3prime-utr
YJL044C	chrX	357892	358299	-1	YJL044C_id001-3prime-utr
YJL044C	chrX	359677	359725	-1	YJL044C_id001-5prime-utr
YJL045W	chrX	356002	356023	1	YJL045W_id001-5prime-utr
YJL045W	chrX	357929	358115	1	YJL045W_id001-3prime-utr
YJL046W	chrX	352359	352385	1	YJL046W_id001-5prime-utr
YJL046W	chrX	353616	353905	1	YJL046W_id001-3prime-utr
YJL047C	chrX	349504	349579	-1	YJL047C_id001-3prime-utr
YJL047C	chrX	352109	352375	-1	YJL047C_id001-5prime-utr
YJL047C-A	chrX	348573	349043	-1	YJL047C-A_id001-3prime-utr
YJL047C-A	chrX	349179	349372	-1	YJL047C-A_id001-5prime-utr
YJL048C	chrX	347194	347446	-1	YJL048C_id001-3prime-utr
YJL048C	chrX	348638	348729	-1	YJL048C_id001-5prime-utr
YJL049W	chrX	345940	345972	1	YJL049W_id001-5prime-utr
YJL049W	chrX	347326	347417	1	YJL049W_id001-3prime-utr
YJL050W	chrX	342474	342521	1	YJL050W_id001-5prime-utr
YJL050W	chrX	345744	345836	1	YJL050W_id001-3prime-utr
YJL051W	chrX	339712	339786	1	YJL051W_id001-5prime-utr
YJL051W	chrX	342256	342470	1	YJL051W_id001-3prime-utr
YJL052W	chrX	338197	338270	1	YJL052W_id001-5prime-utr
YJL052W	chrX	339270	339471	1	YJL052W_id001-3prime-utr
YJL053W	chrX	335841	335897	1	YJL053W_id001-5prime-utr
YJL053W	chrX	337038	337275	1	YJL053W_id001-3prime-utr
YJL054W	chrX	334222	334264	1	YJL054W_id001-5prime-utr
YJL054W	chrX	335702	335881	1	YJL054W_id001-3prime-utr
YJL055W	chrX	332954	333356	1	YJL055W_id001-5prime-utr
YJL055W	chrX	334095	334147	1	YJL055W_id001-3prime-utr
YJL056C	chrX	330294	330430	-1	YJL056C_id001-3prime-utr
YJL056C	chrX	333074	333136	-1	YJL056C_id001-5prime-utr
YJL057C	chrX	328036	328117	-1	YJL057C_id001-3prime-utr
YJL057C	chrX	330122	330211	-1	YJL057C_id001-5prime-utr
YJL058C	chrX	326184	326241	-1	YJL058C_id001-3prime-utr
YJL058C	chrX	327874	327951	-1	YJL058C_id001-5prime-utr
YJL059W	chrX	324925	324963	1	YJL059W_id001-5prime-utr
YJL059W	chrX	326191	326294	1	YJL059W_id001-3prime-utr
YJL060W	chrX	323327	323385	1	YJL060W_id001-5prime-utr
YJL060W	chrX	324721	324848	1	YJL060W_id001-3prime-utr
YJL061W	chrX	319976	320015	1	YJL061W_id001-5prime-utr
YJL061W	chrX	322158	323220	1	YJL061W_id001-3prime-utr
YJL062W	chrX	317235	317283	1	YJL062W_id001-5prime-utr
YJL062W	chrX	319777	319865	1	YJL062W_id001-3prime-utr
YJL062W-A	chrX	316682	316722	1	YJL062W-A_id001-5prime-utr
YJL062W-A	chrX	316981	317272	1	YJL062W-A_id001-3prime-utr
YJL063C	chrX	315680	315758	-1	YJL063C_id001-3prime-utr
YJL063C	chrX	316476	316827	-1	YJL063C_id001-5prime-utr
YJL065C	chrX	314939	315053	-1	YJL065C_id001-3prime-utr
YJL065C	chrX	315558	316326	-1	YJL065C_id001-5prime-utr
YJL066C	chrX	313900	314113	-1	YJL066C_id001-3prime-utr
YJL066C	chrX	314873	315043	-1	YJL066C_id001-5prime-utr
YJL068C	chrX	312774	313015	-1	YJL068C_id001-3prime-utr
YJL068C	chrX	313916	313979	-1	YJL068C_id001-5prime-utr
YJL069C	chrX	310812	310921	-1	YJL069C_id001-3prime-utr
YJL069C	chrX	312707	312728	-1	YJL069C_id001-5prime-utr
YJL070C	chrX	307871	307970	-1	YJL070C_id001-3prime-utr
YJL070C	chrX	310638	310676	-1	YJL070C_id001-5prime-utr
YJL071W	chrX	306020	306131	1	YJL071W_id001-5prime-utr
YJL071W	chrX	307857	307962	1	YJL071W_id001-3prime-utr
YJL072C	chrX	305058	305220	-1	YJL072C_id001-3prime-utr
YJL072C	chrX	305863	306452	-1	YJL072C_id001-5prime-utr
YJL073W	chrX	303061	303180	1	YJL073W_id001-5prime-utr
YJL073W	chrX	305119	305205	1	YJL073W_id001-3prime-utr
YJL076W	chrX	295226	295244	1	YJL076W_id001-5prime-utr
YJL076W	chrX	298815	299008	1	YJL076W_id001-3prime-utr
YJL077W-A	chrX	294142	294798	1	YJL077W-A_id001-5prime-utr
YJL077W-A	chrX	294886	295051	1	YJL077W-A_id001-3prime-utr
YJL077W-B	chrX	291598	294046	1	YJL077W-B_id001-5prime-utr
YJL077W-B	chrX	294146	294210	1	YJL077W-B_id001-3prime-utr
YJL078C	chrX	290976	291335	-1	YJL078C_id001-3prime-utr
YJL078C	chrX	293982	294087	-1	YJL078C_id001-5prime-utr
YJL079C	chrX	289691	289874	-1	YJL079C_id001-3prime-utr
YJL079C	chrX	290775	291058	-1	YJL079C_id001-5prime-utr
YJL080C	chrX	285428	285557	-1	YJL080C_id001-3prime-utr
YJL080C	chrX	289227	289438	-1	YJL080C_id001-5prime-utr
YJL081C	chrX	283397	283801	-1	YJL081C_id001-3prime-utr
YJL081C	chrX	285272	285294	-1	YJL081C_id001-5prime-utr
YJL082W	chrX	281069	281184	1	YJL082W_id001-5prime-utr
YJL082W	chrX	283381	283598	1	YJL082W_id001-3prime-utr
YJL083W	chrX	278337	278840	1	YJL083W_id001-5prime-utr
YJL083W	chrX	280656	281109	1	YJL083W_id001-3prime-utr
YJL084C	chrX	274703	274861	-1	YJL084C_id001-3prime-utr
YJL084C	chrX	278003	278143	-1	YJL084C_id001-5prime-utr
YJL085W	chrX	272755	272826	1	YJL085W_id001-5prime-utr
YJL085W	chrX	274699	274812	1	YJL085W_id001-3prime-utr
YJL087C	chrX	269795	270001	-1	YJL087C_id001-3prime-utr
YJL087C	chrX	272486	272610	-1	YJL087C_id001-5prime-utr
YJL088W	chrX	268777	268798	1	YJL088W_id001-5prime-utr
YJL088W	chrX	269816	270047	1	YJL088W_id001-3prime-utr
YJL090C	chrX	262674	262756	-1	YJL090C_id001-3prime-utr
YJL090C	chrX	265052	265096	-1	YJL090C_id001-5prime-utr
YJL091C	chrX	260533	261079	-1	YJL091C_id001-3prime-utr
YJL091C	chrX	262553	262560	-1	YJL091C_id001-5prime-utr
YJL092W	chrX	257239	257422	1	YJL092W_id001-5prime-utr
YJL092W	chrX	260948	261110	1	YJL092W_id001-3prime-utr
YJL094C	chrX	251658	251820	-1	YJL094C_id001-3prime-utr
YJL094C	chrX	254443	254487	-1	YJL094C_id001-5prime-utr
YJL096W	chrX	246144	246489	1	YJL096W_id001-5prime-utr
YJL096W	chrX	246976	247040	1	YJL096W_id001-3prime-utr
YJL097W	chrX	245490	245590	1	YJL097W_id001-5prime-utr
YJL097W	chrX	246245	246339	1	YJL097W_id001-3prime-utr
YJL098W	chrX	241374	242081	1	YJL098W_id001-5prime-utr
YJL098W	chrX	245259	245316	1	YJL098W_id001-3prime-utr
YJL100W	chrX	236920	237262	1	YJL100W_id001-5prime-utr
YJL100W	chrX	239087	239192	1	YJL100W_id001-3prime-utr
YJL101C	chrX	234002	234319	-1	YJL101C_id001-3prime-utr
YJL101C	chrX	236357	236494	-1	YJL101C_id001-5prime-utr
YJL102W	chrX	231259	231300	1	YJL102W_id001-5prime-utr
YJL102W	chrX	233761	233884	1	YJL102W_id001-3prime-utr
YJL103C	chrX	228831	229024	-1	YJL103C_id001-3prime-utr
YJL103C	chrX	230882	231085	-1	YJL103C_id001-5prime-utr
YJL104W	chrX	226920	227326	1	YJL104W_id001-5prime-utr
YJL104W	chrX	227777	227938	1	YJL104W_id001-3prime-utr
YJL106W	chrX	220604	221389	1	YJL106W_id001-5prime-utr
YJL106W	chrX	223328	223422	1	YJL106W_id001-3prime-utr
YJL108C	chrX	217545	217704	-1	YJL108C_id001-3prime-utr
YJL108C	chrX	218857	219946	-1	YJL108C_id001-5prime-utr
YJL110C	chrX	209719	209921	-1	YJL110C_id001-3prime-utr
YJL110C	chrX	211578	211673	-1	YJL110C_id001-5prime-utr
YJL111W	chrX	207816	207876	1	YJL111W_id001-5prime-utr
YJL111W	chrX	209530	209896	1	YJL111W_id001-3prime-utr
YJL112W	chrX	205257	205304	1	YJL112W_id001-5prime-utr
YJL112W	chrX	207450	207600	1	YJL112W_id001-3prime-utr
YJL115W	chrX	195603	196286	1	YJL115W_id001-5prime-utr
YJL115W	chrX	197127	197228	1	YJL115W_id001-3prime-utr
YJL116C	chrX	193495	193859	-1	YJL116C_id001-3prime-utr
YJL116C	chrX	194874	195090	-1	YJL116C_id001-5prime-utr
YJL117W	chrX	192441	192530	1	YJL117W_id001-5prime-utr
YJL117W	chrX	193467	193808	1	YJL117W_id001-3prime-utr
YJL118W	chrX	191384	191638	1	YJL118W_id001-5prime-utr
YJL118W	chrX	192299	192469	1	YJL118W_id001-3prime-utr
YJL119C	chrX	191159	191571	-1	YJL119C_id001-3prime-utr
YJL119C	chrX	191896	192343	-1	YJL119C_id001-5prime-utr
YJL120W	chrX	190323	191021	1	YJL120W_id001-5prime-utr
YJL120W	chrX	191346	191698	1	YJL120W_id001-3prime-utr
YJL121C	chrX	190308	190373	-1	YJL121C_id001-3prime-utr
YJL121C	chrX	191091	191546	-1	YJL121C_id001-5prime-utr
YJL122W	chrX	189243	189715	1	YJL122W_id001-5prime-utr
